track_id,class,x,y,timestamp
15,person,947.5,707.5,45.4
15,person,947.5,707.5,45.43333333333333
15,person,947.5,707.5,45.46666666666667
15,person,947.0,707.5,45.5
15,person,947.0,707.5,45.53333333333333
15,person,947.0,707.5,45.56666666666667
15,person,947.0,707.5,45.6
15,person,947.0,707.5,45.63333333333333
15,person,947.5,707.5,45.666666666666664
15,person,947.5,708.0,45.7
15,person,947.5,707.5,45.733333333333334
15,person,947.5,707.5,45.766666666666666
15,person,947.5,707.5,45.8
15,person,947.5,707.5,45.833333333333336
15,person,947.5,707.5,45.86666666666667
15,person,947.5,707.5,45.9
15,person,947.5,707.5,45.93333333333333
15,person,947.5,707.5,45.96666666666667
18,person,1029.5,645.0,42.666666666666664
18,person,1029.5,645.0,42.7
18,person,1029.5,645.0,42.733333333333334
18,person,1029.5,645.0,42.766666666666666
18,person,1029.5,645.0,42.8
18,person,1029.5,645.0,42.833333333333336
18,person,1029.5,644.5,42.86666666666667
18,person,1029.0,645.0,42.9
18,person,1029.0,645.0,42.93333333333333
18,person,1029.0,645.0,42.96666666666667
18,person,1029.0,645.0,43.0
18,person,1029.0,645.5,43.03333333333333
18,person,1029.0,645.5,43.06666666666667
18,person,1029.0,645.0,43.1
18,person,1029.0,645.0,43.13333333333333
18,person,1029.0,645.0,43.166666666666664
18,person,1029.0,645.0,43.2
18,person,1029.0,645.0,43.233333333333334
18,person,1029.0,645.0,43.266666666666666
18,person,1029.0,645.0,43.3
18,person,1029.0,645.0,43.333333333333336
18,person,1029.0,645.0,43.36666666666667
18,person,1029.0,645.0,43.4
18,person,1029.0,645.0,43.43333333333333
18,person,1029.5,645.0,43.46666666666667
18,person,1030.0,645.0,43.5
18,person,1030.0,645.0,43.53333333333333
18,person,1030.0,645.0,43.56666666666667
18,person,1030.0,645.5,43.6
18,person,1031.5,647.0,43.63333333333333
18,person,1032.5,647.0,43.666666666666664
18,person,1032.5,647.0,43.7
18,person,1033.0,647.0,43.733333333333334
18,person,1033.0,647.0,43.766666666666666
18,person,1034.0,647.0,43.8
18,person,1034.5,647.5,43.833333333333336
18,person,1036.0,647.5,43.86666666666667
18,person,1037.0,647.5,43.9
18,person,1037.5,647.5,43.93333333333333
18,person,1037.5,647.5,43.96666666666667
18,person,1039.0,648.0,44.0
18,person,1042.0,648.5,44.03333333333333
18,person,1043.5,649.0,44.06666666666667
18,person,1046.0,650.5,44.1
18,person,1049.0,652.0,44.13333333333333
18,person,1049.0,652.0,44.166666666666664
18,person,1054.0,653.5,44.2
18,person,1057.5,654.5,44.233333333333334
18,person,1061.5,657.5,44.266666666666666
18,person,1069.5,658.5,44.3
18,person,1073.5,661.0,44.333333333333336
18,person,1074.0,661.0,44.36666666666667
18,person,1079.5,662.0,44.4
18,person,1084.0,666.0,44.43333333333333
18,person,1087.0,668.0,44.46666666666667
18,person,1092.5,671.0,44.5
18,person,1097.5,672.5,44.53333333333333
18,person,1097.5,672.5,44.56666666666667
18,person,1106.0,674.5,44.6
18,person,1114.0,674.5,44.63333333333333
18,person,1125.5,672.5,44.666666666666664
18,person,1142.5,672.0,44.7
18,person,1159.0,669.5,44.733333333333334
18,person,1158.5,669.5,44.766666666666666
18,person,1203.0,656.5,44.8
18,person,1213.5,651.0,44.833333333333336
18,person,1225.0,665.0,44.86666666666667
18,person,1237.5,679.0,44.9
18,person,1254.5,681.5,44.93333333333333
18,person,1254.5,681.5,44.96666666666667
18,person,1280.0,682.5,45.0
18,person,1299.0,681.0,45.03333333333333
18,person,1306.5,683.0,45.06666666666667
18,person,1312.0,683.5,45.1
18,person,1309.5,684.5,45.13333333333333
18,person,1309.5,684.5,45.166666666666664
18,person,1318.5,685.5,45.2
18,person,1339.5,685.5,45.233333333333334
18,person,1361.0,684.5,45.266666666666666
18,person,1381.5,684.0,45.3
18,person,1397.5,684.0,45.333333333333336
18,person,1397.5,684.0,45.36666666666667
18,person,1416.0,685.0,45.4
18,person,1435.0,687.5,45.43333333333333
18,person,1452.0,689.5,45.46666666666667
18,person,1465.0,692.0,45.5
18,person,1479.5,695.5,45.53333333333333
18,person,1479.5,695.5,45.56666666666667
18,person,1491.0,694.0,45.6
18,person,1502.5,696.0,45.63333333333333
18,person,1516.0,695.0,45.666666666666664
18,person,1527.5,695.5,45.7
18,person,1541.0,695.5,45.733333333333334
18,person,1541.0,695.5,45.766666666666666
18,person,1564.5,697.0,45.8
18,person,1578.5,698.0,45.833333333333336
18,person,1590.0,698.0,45.86666666666667
18,person,1600.5,699.0,45.9
18,person,1604.5,703.0,45.93333333333333
18,person,1604.5,703.0,45.96666666666667
